horizon,trades,win_rate,average_return,median_return,worst_trade,best_trade
1,8799,0.45050573928855553,-0.00030847279882075326,-0.003309401709401703,-0.031600000000000135,0.058400000000000056
2,8799,0.4237981588816911,-0.00045878408780799525,-0.007981039197812189,-0.031600000000000135,0.05840000000000028
3,8799,0.3897033753835663,-0.0009928959270266967,-0.015601077005923569,-0.031600000000000135,0.05840000000000028
