code,name,industry,industry_standard,as_of,last_close,average_amount_20d,momentum_60d,revenue_yoy,profit_yoy,latest_week_end,sector_estimated_net_flow,sector_flow_to_amount,sector_score,rounded_bottom,rounded_score,rounded_r2,rounded_curvature,rounded_recovery,last_5d_return,accumulation_anomaly,accumulation_score,main_net_10d,main_positive_ratio,main_flow_zscore,volume_ratio,price_return_10d,revenue_yoy_w,profit_yoy_w,financial_growth,industry_financial_growth_mean,industry_momentum_mean,growth_metric,industry_growth_mean,growth_above_avg,growth_source,growth_percentile,composite_score,hard_signal,watch_signal
603116,红蜻蜓,服装家纺,申万二级行业,2026-09-24,7.16,37249443.85,0.19732441471571893,,,2026-09-25,190342900.03256953,0.007585617894683016,0.792,False,1.0,0.4500870074029828,0.04638039154066498,0.4582484725050917,0.15670436187399028,True,0.6330949181771358,149051958.45667803,0.8,0.4886787388410824,1.344534695162059,0.17184942716857599,,,,,0.04616934606328544,0.19732441471571893,0.04616934606328544,True,60日价格动量(财报缺失后备),0.9056603773584906,0.8430888238839067,True,True
603353,和顺石油,炼化及贸易,申万二级行业,2026-09-24,44.17,442763184.3,0.14578469520103776,,,2026-09-25,6934096507.611987,0.19400514730168977,0.976,True,1.0,0.9155586649235933,0.3460050403318794,0.6286873156342183,0.0006796556411419186,False,0.5870372439586953,420751363.41646737,0.6,0.20463430613029493,1.8248112722305985,0.1253503184713376,,,,,0.080094311809787,0.14578469520103776,0.080094311809787,True,60日价格动量(财报缺失后备),0.7241379310344828,0.8229937937482945,True,True
003030,祖名股份,农产品加工,申万二级行业,2026-09-24,26.87,91963817.55,0.19741532976827103,,,2026-09-25,10067000851.145166,0.3363120250284615,1.0,True,1.0,0.6768387590719059,0.13866622845821472,0.33548707753479134,0.057041699449252414,False,0.4262559174995197,26206216.292013254,0.5,-0.028685788954901106,0.7625591749951968,0.09227642276422765,,,,,0.18099228460289768,0.19741532976827103,0.18099228460289768,True,60日价格动量(财报缺失后备),0.8636363636363636,0.8224730702839708,True,True
600825,新华传媒,出版,申万二级行业,2026-09-24,7.77,46179370.0,0.7076923076923076,,,2026-09-25,1346112890.174378,0.03971373138732855,0.912,True,1.0,0.5878766596234314,0.12637163003713411,0.7421524663677128,0.5,False,0.43102389813723563,19973722.91919115,0.4,-0.08043043310151565,1.110238981372356,0.5386138613861386,,,,,0.21326664159694095,0.7076923076923076,0.21326664159694095,True,60日价格动量(财报缺失后备),0.8928571428571429,0.8133702602485946,True,True
300291,百纳千成,影视院线,申万二级行业,2026-09-24,5.78,314305280.0,0.16297786720321938,,,2026-09-25,1651758588.360783,0.06748851063972097,0.92,False,0.9913750065745789,0.5106299643022418,0.005691162246307574,0.3047404063205419,0.07235621521335811,True,0.5687487405467042,691995022.4151696,0.6,0.47967198699897917,1.3118810210682668,0.07037037037037042,,,,,0.1146886294573149,0.16297786720321938,0.1146886294573149,True,60日价格动量(财报缺失后备),0.6666666666666666,0.7902663537757164,True,True
002301,齐心集团,文娱用品,申万二级行业,2026-09-24,8.91,142616167.4,0.14084507042253525,,,2026-09-25,983550664.0927685,0.1313850357465925,0.872,True,1.0,0.5235993610322858,0.15690337588794667,0.385692068429238,0.15714285714285703,False,0.551146465590707,116839596.69230798,0.6,0.13319408450975745,1.5516317544953606,0.14084507042253525,,,,,0.10595315624515253,0.14084507042253525,0.10595315624515253,True,60日价格动量(财报缺失后备),0.7,0.7871866163976767,True,True
300839,博汇股份,炼化及贸易,申万二级行业,2026-09-24,13.08,172297788.05,0.09731543624161065,,,2026-09-25,6934096507.611987,0.19400514730168977,0.976,True,1.0,0.594519634697918,0.13359242679690683,0.3346938775510204,0.034810126582278444,False,0.42842541864581546,40000554.56085931,0.6,-0.05042378824181526,0.48425418645815443,0.04472843450479247,,,,,0.080094311809787,0.09731543624161065,0.080094311809787,True,60日价格动量(财报缺失后备),0.5172413793103449,0.7316166994890401,True,True
001324,长青科技,轨交设备Ⅱ,申万二级行业,2026-09-24,20.67,90446120.15,0.06000000000000005,,,2026-09-25,431077666.79185176,0.03493220560588951,0.816,True,1.0,0.48683431709900293,0.07428741597526883,0.19965177016831115,0.06000000000000005,False,0.21164343822027573,-22525277.03012456,0.4,-0.16316441359804468,0.9164343822027573,0.018728437654016883,,,,,0.028810452459789086,0.06000000000000005,0.028810452459789086,True,60日价格动量(财报缺失后备),0.7142857142857143,0.6946822881264976,True,True
301016,雷尔伟,轨交设备Ⅱ,申万二级行业,2026-09-24,15.27,76424740.7,0.04232081911262786,,,2026-09-25,431077666.79185176,0.03493220560588951,0.816,True,1.0,0.7209534736242229,0.18625433213826997,0.3881818181818182,0.030364372469635637,False,0.2104200045709767,-48083183.13062826,0.4,-0.22634158282385816,0.9042000457097671,-0.028625954198473358,,,,,0.028810452459789086,0.04232081911262786,0.028810452459789086,True,60日价格动量(财报缺失后备),0.6071428571428571,0.6675907154284584,True,True
002614,奥佳华,未分类,缺失,2026-09-24,8.33,127539910.6,0.8267543859649125,,,2026-09-25,3904526318.959461,0.16511835861597418,0.944,False,1.0,0.8075424620883667,0.10504304254422955,0.8803611738148986,0.4955116696588868,False,0.8382171375047915,1557421762.7663388,0.6,2.450165425475497,1.6419728644773177,0.5145454545454546,,,,,0.1140758575538461,0.8267543859649125,0.1140758575538461,True,60日价格动量(财报缺失后备),1.0,0.9483542843761978,False,True
601811,新华文轩,出版,申万二级行业,2026-09-24,20.35,130654688.7,0.815343443354148,,,2026-09-25,1346112890.174378,0.03971373138732855,0.912,False,1.0,0.3435293264833179,0.1466042870954402,0.8267504488330342,0.6099683544303798,False,0.9099999999999999,1693772856.1094515,0.7,7.394435803013946,4.0041265016541,0.7408041060735673,,,,,0.21326664159694095,0.815343443354148,0.21326664159694095,True,60日价格动量(财报缺失后备),0.9285714285714286,0.9420428571428572,False,True
002238,天威视讯,电视广播Ⅱ,申万二级行业,2026-09-24,8.43,78987576.0,0.5383211678832116,,,2026-09-25,238970713.6065849,0.023296419769735403,0.808,False,1.0,0.7343924049888053,-0.0021877809930809728,0.5669144981412639,0.34235668789808904,False,0.8799999999999999,775793471.8188646,0.6,2.946008042749657,2.040647298953219,0.3029366306027821,,,,,0.10516442288888261,0.5383211678832116,0.10516442288888261,True,60日价格动量(财报缺失后备),1.0,0.9316,False,True
600127,金健米业,农产品加工,申万二级行业,2026-09-24,16.49,3226125028.6,2.0707635009310983,,,2026-09-25,10067000851.145166,0.3363120250284615,1.0,False,1.0,0.9261528049543326,0.3172492253394179,2.088014981273408,0.2665130568356373,False,0.655248235068757,15588540391.294024,0.7,1.1160726033670576,1.1131952266471006,0.21697416974169714,,,,,0.18099228460289768,2.0707635009310983,0.18099228460289768,True,60日价格动量(财报缺失后备),1.0,0.9138120587671892,False,True
