code,date,open,high,low,close,volume,amount,main_net,industry,name,ret5,ret10,ret20,ret60,ma20_gap,breakout20,vol20,amount_ratio5_20,flow5,flow10,flow_positive_ratio10,flow_z,net_return_1d,net_return_2d,net_return_3d,market_ret20,market_breadth,median_vol20,sector_flow5,mom20_rank,mom60_rank,flow10_rank,vol20_rank,ret5_industry_rank,sector_flow_rank,signal_score,strategy,horizon,net_return
601398,2026-08-04,7.87,7.88,7.63,7.66,577257147.0,4444164274.0,-3377564848.239991,国有大型银行Ⅱ,工商银行,-0.038895859473023764,0.013227513227513255,0.05509641873278248,0.025435073627844806,-6.52698909993088e-05,-0.06127450980392157,0.018675484146873752,1.1423111122288956,0.32404795191892155,0.45797343811007213,0.7,0.47216987850754233,-0.016016775884665834,-0.009463695937090354,-0.014706159895150627,0.004751539005704464,0.7165196471531676,0.033964689981014505,0.25226254841200535,0.6807337610264635,0.9347651545564031,0.989374498797113,0.10846030473135525,0.6666666666666666,0.9445669607056937,0.9530438206251407,bull_pullback,1,-0.016016775884665834
601919,2026-08-04,15.62,15.65,15.33,15.36,80527194.0,1241458143.0,-1008684741.1875052,航运港口,中远海控,-0.004536616979909258,0.03295225285810366,0.11062906724511934,0.09323843416370092,0.029490616621983712,-0.025380710659898553,0.011317710505520603,0.9808027120639332,0.449149202980208,0.5430086355896927,0.8,0.894199302991678,0.004935947712418278,0.0029751633986927943,0.006896732026143761,0.004751539005704464,0.7165196471531676,0.033964689981014505,0.2548132297786214,0.8620689655172413,0.9616619831393015,0.9971932638331997,0.006214915797914996,0.058823529411764705,0.9485765838011226,0.9511088595769147,bull_pullback,1,0.004935947712418278
600036,2026-08-04,40.16,40.16,39.21,39.28,110499947.0,4364079643.0,-3720952116.6631527,股份制银行Ⅱ,招商银行,-0.007830260166708847,0.03395630429060281,0.04607190412782969,0.03450092178035291,0.017577037161768283,-0.03131935881627612,0.01582751464026367,1.23757356790736,0.15893510197404767,0.40626319378213827,0.8,0.523965668452841,-0.007725574272588086,-0.006959877488514519,-0.011298825931597766,0.004751539005704464,0.7165196471531676,0.033964689981014505,0.28543149882609514,0.6449478748997595,0.9411882778000803,0.9735364875701684,0.05593424218123497,0.3333333333333333,0.9647153167602245,0.9435032355453168,bull_pullback,1,-0.007725574272588086
000726,2026-08-10,5.89,6.03,5.87,6.0,6268418.0,37495654.0,23434783.749999896,纺织制造,鲁  泰Ａ,-0.008264462809917328,0.03270223752151469,0.07913669064748219,-0.04458598726114649,0.021015910831277074,-0.011532125205930832,0.01234278658197018,0.8952727350937487,0.13473267592775237,0.47409535457413704,0.8,0.7792372747414865,-0.013266666666666715,-0.013266666666666715,-0.019933333333333424,0.06400000000000006,0.9010614860805127,0.031183241507826216,0.367039015369336,0.571600240336471,0.7762630312750601,0.9723613058281594,0.015621870618866412,0.1875,0.658622070899259,0.8238262356392775,bull_pullback,1,-0.013266666666666715
605183,2026-08-10,14.4,15.01,14.33,14.98,2894696.0,42919087.0,39132108.7352942,橡胶,确成股份,0.014218009478673022,0.07769784172661875,0.08472121650977549,-0.07872078720787212,0.05385345949558573,0.007397444519166241,0.017885021174786957,1.1409836057916283,0.2501615029680007,0.3478927738773878,0.8,0.5999558196060587,-0.01623739188290081,-0.018233399866932797,-0.031600000000000024,0.06400000000000006,0.9010614860805127,0.031183241507826216,0.628145721208616,0.5988383737232125,0.6950681635926222,0.8463849389144803,0.11035449629481274,0.11764705882352941,0.9983977568596034,0.8015106353385518,bull_pullback,1,-0.01623739188290081
600894,2026-08-10,7.83,7.97,7.79,7.94,3943968.0,31213668.0,20809112.00000021,专用设备,广日股份,-0.013664596273291973,0.05305039787798416,0.060080106809078826,-0.07781649245063871,0.023657577515632022,-0.01610904584882278,0.01260161308314869,1.021396838011721,0.0453543556355019,0.36750711545055603,0.9,0.7547480451275739,-0.007937135614702173,-0.006669708491761693,-0.013006844106463866,0.06400000000000006,0.9010614860805127,0.031183241507826216,0.4248979218500016,0.48267574604446223,0.6980753809141941,0.8752253154416183,0.02002803925495694,0.1111111111111111,0.7752853995593831,0.8008105573946268,bull_pullback,1,-0.007937135614702173
601838,2026-08-24,18.61,18.91,18.53,18.88,23239923.0,437516013.0,368434537.2631551,城商行Ⅱ,成都银行,0.047143649473100346,0.04309392265193357,0.036792970895112465,0.015053763440860068,0.033077070394790686,0.00586041555673944,0.010066453121815647,1.1981195282684474,0.5030490538079271,0.3735494066578218,0.7,0.3702559808347134,-0.01112380952380949,-0.007420105820105836,-0.009007407407407197,0.04522504785893722,0.43149038461538464,0.026920065611375454,0.42983162962918986,0.45653044871794873,0.8351031857343217,0.9893830128205128,0.013221153846153846,0.8823529411764706,0.9953926282051282,0.9904046474358974,weak_defensive_flow,2,-0.007420105820105836
601658,2026-08-24,4.96,5.05,4.96,5.04,222761675.0,1120080331.0,871173590.7777827,国有大型银行Ⅱ,邮储银行,0.026476578411405383,0.016129032258064502,-0.00982318271119842,0.012048192771084265,0.004985044865403854,-0.03448275862068961,0.010911928963421203,0.9543924252827308,0.7977934339464701,0.47709626281023393,0.6,0.3198458765816148,-0.003580198019801982,0.004340594059405946,-0.01150099009900991,0.04522504785893722,0.43149038461538464,0.026920065611375454,0.5680605679226982,0.2350761217948718,0.8300941695051092,0.9959935897435898,0.026842948717948716,0.16666666666666666,0.9994991987179487,0.9901943108974358,weak_defensive_flow,2,0.004340594059405946
603231,2026-08-24,15.82,16.15,15.82,16.06,1981100.0,31697984.0,14408174.545454483,农产品加工,索宝蛋白,-0.004339739615623062,0.025542784163473664,0.13258110014104374,-0.008029647930821615,0.03723318371169304,-0.014723926380368235,0.009662204981964148,1.232203975624852,0.31813167836740464,0.48246335920809086,0.8,0.6613246424652109,0.027276333961079802,0.02664858757062132,0.024765348399246757,0.04522504785893722,0.43149038461538464,0.026920065611375454,0.04511858505523106,0.8084935897435898,0.7974353836906432,0.9963942307692307,0.011017628205128206,0.5909090909090909,0.942207532051282,0.9779146634615385,weak_defensive_flow,2,0.02664858757062132
600415,2026-09-10,12.43,12.45,12.16,12.16,36350262.0,444952897.0,-444952897.0,一般零售,小商品城,-0.05369649805447463,-0.009771986970683932,0.049180327868852514,0.0713656387665198,-0.023253945941604126,-0.07458143074581436,0.022593261953872873,0.7427975560853783,0.0512559717471012,0.2558868572190462,0.6,0.18638590245502942,-0.012326072607260662,0.008300990099009909,-0.031600000000000024,-0.004301075268817289,0.44212637913741226,0.024503918009555693,0.14117410499824537,0.7323971915747242,0.7769307923771314,0.961283851554664,0.44012036108324976,0.1016949152542373,0.9532597793380141,0.8735606820461385,weak_reversal,2,0.008300990099009909
603165,2026-09-10,13.85,13.87,13.59,13.63,3280700.0,44873046.0,-32052175.714285392,造纸,荣晟环保,-0.07905405405405408,-0.04216444132115249,0.006646971935007517,-0.13184713375796164,-0.037327400501465546,-0.09914077990746861,0.022481477751642685,1.0226943565952986,0.06588603169485079,0.0990948372926045,0.5,-0.09344635291676794,-0.014090815576781778,-0.0038042615723731894,-0.013356061719324085,-0.004301075268817289,0.44212637913741226,0.024503918009555693,0.008924115825402517,0.5528585757271816,0.3261785356068205,0.804012036108325,0.43490471414242726,0.045454545454545456,0.8440320962888666,0.8299598796389167,weak_reversal,2,-0.0038042615723731894
002173,2026-09-10,17.87,17.88,17.57,17.72,13337536.0,236397024.0,-7625710.451614127,医疗服务,创新医疗,-0.04628632938643695,-0.0599469496021221,-0.19746376811594202,0.026056745801968706,-0.05844845908607876,-0.22653862941946756,0.028718572980673755,0.576309246829099,0.01924630041991556,-0.011188980503453221,0.4,0.05671373612832523,-0.031600000000000024,-0.031600000000000024,-0.031600000000000024,-0.004301075268817289,0.44212637913741226,0.024503918009555693,0.07747738714344408,0.01965897693079238,0.6700100300902708,0.6148445336008024,0.6176529588766299,0.12,0.9102306920762286,0.7203510531594783,weak_reversal,2,-0.031600000000000024
